age,gender,relation,occasion,interest_1,interest_2,budget,gift
0,0,0,0,0,1,0,"Basketball, BasketBall Player Poster"
0,0,0,0,0,2,0,"Hockey Stick, Hockey Player Poster"
0,0,0,0,0,3,0,"Cricket Bat, Cricket Player Poster"
0,0,0,0,0,4,0,"Badminton Racket, Shuttle Cocks"
0,0,0,0,0,5,0,"Running Shoes, Headband"
0,0,0,0,0,6,0,"Tennis Racket, Headband"
0,0,0,0,0,7,0,"Chess Board, Board Game"
0,0,0,0,0,8,0,"Volleyball, Waterbottle"
0,0,0,0,0,9,0,"Boxing Gloves, Boxer Poster"
0,0,0,0,0,10,0,"Skates, Headband"
0,0,0,0,0,11,0,"Rugby Ball, Sports Towel"
0,0,0,0,0,13,0,Fishing Accessories
0,0,0,0,0,12,0,"Cycling Accessories, Waterbottle"
0,0,0,0,0,0,1,"Football Shoes, Football"
0,0,0,0,0,1,1,Basketball Shoes
0,0,0,0,0,2,1,Hockey Shoes
0,0,0,0,0,3,1,"Cricket Shoes, Cricket Bat"
0,0,0,0,0,4,1,"Badminton Shoes, Badminton Racket"
0,0,0,0,0,5,1,"Fitness Watch, Treadmill"
0,0,0,0,0,6,1,"Tennis Racket, Tennis Shoes"
0,0,0,0,0,7,1,"Carrom Board, Board Game"
0,0,0,0,0,8,1,Volleyball Shoes
0,0,0,0,0,9,1,Boxing Shoes
0,0,0,0,0,10,1,"Skates, Fitness Watch"
0,0,0,0,0,11,1,Rugby Accessories
0,0,0,0,0,13,1,"Fishing Rod, Fishing Chair"
0,0,0,0,0,12,1,Cycling Accessories
0,0,0,0,0,0,2,Football Accessories
0,0,0,0,0,1,2,Basketball Accessories
0,0,0,0,0,2,2,Hockey Accessories
0,0,0,0,0,3,2,Cricket Accessories
0,0,0,0,0,4,2,Cricket Accessories
0,0,0,0,0,5,2,"Fitness Watch, Treadmill"
0,0,0,0,0,6,2,Tennis Accessories
0,0,0,0,0,7,2,Cue Sports Accessories
0,0,0,0,0,8,2,Volleyball Accessories
0,0,0,0,0,9,2,Boxing Accessories
0,0,0,0,0,10,2,Skating Accessories
0,0,0,0,0,11,2,Rugby Accessories
0,0,0,0,0,13,2,"Fishing Boat, Fishing Accessories"
0,0,0,0,0,12,2,"Cycle, Cycling Accessories"
0,1,0,0,0,0,0,"Football, Football Player Poster"
0,1,0,0,0,1,0,"Basketball, BasketBall Player Poster"
0,1,0,0,0,2,0,"Hockey Stick, Hockey Player Poster"
0,1,0,0,0,3,0,"Cricket Bat, Cricket Player Poster"
0,1,0,0,0,4,0,"Badminton Racket, Shuttle Cocks"
0,1,0,0,0,5,0,"Running Shoes, Headband"
0,1,0,0,0,6,0,"Tennis Racket, Headband"
0,1,0,0,0,7,0,"Chess Board, Board Game"
0,1,0,0,0,8,0,"Volleyball, Waterbottle"
0,1,0,0,0,9,0,"Boxing Gloves, Boxer Poster"
0,1,0,0,0,10,0,"Skates, Headband"
0,1,0,0,0,11,0,"Rugby Ball, Sports Towel"
0,1,0,0,0,13,0,Fishing Accessories
0,1,0,0,0,12,0,"Cycling Accessories, Waterbottle"
0,1,0,0,0,0,1,"Football Shoes, Football"
0,1,0,0,0,1,1,Basketball Shoes
0,1,0,0,0,2,1,Hockey Shoes
0,1,0,0,0,3,1,"Cricket Shoes, Cricket Bat"
0,1,0,0,0,4,1,"Badminton Shoes, Badminton Racket"
0,1,0,0,0,5,1,"Fitness Watch, Treadmill"
0,1,0,0,0,6,1,"Tennis Racket, Tennis Shoes"
0,1,0,0,0,7,1,"Carrom Board, Board Game"
0,1,0,0,0,8,1,Volleyball Shoes
0,1,0,0,0,9,1,Boxing Shoes
0,1,0,0,0,10,1,"Skates, Fitness Watch"
0,1,0,0,0,11,1,Rugby Accessories
0,1,0,0,0,13,1,"Fishing Rod, Fishing Chair"
0,1,0,0,0,12,1,Cycling Accessories
0,1,0,0,0,0,2,Football Accessories
0,1,0,0,0,1,2,Basketball Accessories
0,1,0,0,0,2,2,Hockey Accessories
0,1,0,0,0,3,2,Cricket Accessories
0,1,0,0,0,4,2,Cricket Accessories
0,1,0,0,0,5,2,"Fitness Watch, Treadmill"
0,1,0,0,0,6,2,Tennis Accessories
0,1,0,0,0,7,2,Cue Sports Accessories
0,1,0,0,0,8,2,Volleyball Accessories
0,1,0,0,0,9,2,Boxing Accessories
0,1,0,0,0,10,2,Skating Accessories
0,1,0,0,0,11,2,Rugby Accessories
0,1,0,0,0,13,2,"Fishing Boat, Fishing Accessories"
0,1,0,0,0,12,2,"Cycle, Cycling Accessories"
0,0,1,1,0,0,0,"Football, Football Player Poster"
0,0,1,1,0,1,0,"Basketball, BasketBall Player Poster"
0,0,1,1,0,2,0,"Hockey Stick, Hockey Player Poster"
0,0,1,1,0,3,0,"Cricket Bat, Cricket Player Poster"
0,0,1,1,0,4,0,"Badminton Racket, Shuttle Cocks"
0,0,1,1,0,5,0,"Running Shoes, Headband"
0,0,1,1,0,6,0,"Tennis Racket, Headband"
0,0,1,1,0,7,0,"Chess Board, Board Game"
0,0,1,1,0,8,0,"Volleyball, Waterbottle"
0,0,1,1,0,9,0,"Boxing Gloves, Boxer Poster"
0,0,1,1,0,10,0,"Skates, Headband"
0,0,1,1,0,11,0,"Rugby Ball, Sports Towel"
0,0,1,1,0,13,0,Fishing Accessories
0,0,1,1,0,12,0,"Cycling Accessories, Waterbottle"
0,0,1,1,0,0,1,"Football Shoes, Football"
0,0,1,1,0,1,1,Basketball Shoes
0,0,1,1,0,2,1,Hockey Shoes
0,0,1,1,0,3,1,"Cricket Shoes, Cricket Bat"
0,0,1,1,0,4,1,"Badminton Shoes, Badminton Racket"
0,0,1,1,0,5,1,"Fitness Watch, Treadmill"
0,0,1,1,0,6,1,"Tennis Racket, Tennis Shoes"
0,0,1,1,0,7,1,"Carrom Board, Board Game"
0,0,1,1,0,8,1,Volleyball Shoes
0,0,1,1,0,9,1,Boxing Shoes
0,0,1,1,0,10,1,"Skates, Fitness Watch"
0,0,1,1,0,11,1,Rugby Accessories
0,0,1,1,0,13,1,"Fishing Rod, Fishing Chair"
0,0,1,1,0,12,1,Cycling Accessories
0,0,1,1,0,0,2,Football Accessories
0,0,1,1,0,1,2,Basketball Accessories
0,0,1,1,0,2,2,Hockey Accessories
0,0,1,1,0,3,2,Cricket Accessories
0,0,1,1,0,4,2,Cricket Accessories
0,0,1,1,0,5,2,"Fitness Watch, Treadmill"
0,0,1,1,0,6,2,Tennis Accessories
0,0,1,1,0,7,2,Cue Sports Accessories
0,0,1,1,0,8,2,Volleyball Accessories
0,0,1,1,0,9,2,Boxing Accessories
0,0,1,1,0,10,2,Skating Accessories
0,0,1,1,0,11,2,Rugby Accessories
0,0,1,1,0,13,2,"Fishing Boat, Fishing Accessories"
0,0,1,1,0,12,2,"Cycle, Cycling Accessories"
0,1,1,1,0,0,0,"Football, Football Player Poster"
0,1,1,1,0,1,0,"Basketball, BasketBall Player Poster"
0,1,1,1,0,2,0,"Hockey Stick, Hockey Player Poster"
0,1,1,1,0,3,0,"Cricket Bat, Cricket Player Poster"
0,1,1,1,0,4,0,"Badminton Racket, Shuttle Cocks"
0,1,1,1,0,5,0,"Running Shoes, Headband"
0,1,1,1,0,6,0,"Tennis Racket, Headband"
0,1,1,1,0,7,0,"Chess Board, Board Game"
0,1,1,1,0,8,0,"Volleyball, Waterbottle"
0,1,1,1,0,9,0,"Boxing Gloves, Boxer Poster"
0,1,1,1,0,10,0,"Skates, Headband"
0,1,1,1,0,11,0,"Rugby Ball, Sports Towel"
0,1,1,1,0,13,0,Fishing Accessories
0,1,1,1,0,12,0,"Cycling Accessories, Waterbottle"
0,1,1,1,0,0,1,"Football Shoes, Football"
0,1,1,1,0,1,1,Basketball Shoes
0,1,1,1,0,2,1,Hockey Shoes
0,1,1,1,0,3,1,"Cricket Shoes, Cricket Bat"
0,1,1,1,0,4,1,"Badminton Shoes, Badminton Racket"
0,1,1,1,0,5,1,"Fitness Watch, Treadmill"
0,1,1,1,0,6,1,"Tennis Racket, Tennis Shoes"
0,1,1,1,0,7,1,"Carrom Board, Board Game"
0,1,1,1,0,8,1,Volleyball Shoes
0,1,1,1,0,9,1,Boxing Shoes
0,1,1,1,0,10,1,"Skates, Fitness Watch"
0,1,1,1,0,11,1,Rugby Accessories
0,1,1,1,0,13,1,"Fishing Rod, Fishing Chair"
0,1,1,1,0,12,1,Cycling Accessories
0,1,1,1,0,0,2,Football Accessories
0,1,1,1,0,1,2,Basketball Accessories
0,1,1,1,0,2,2,Hockey Accessories
0,1,1,1,0,3,2,Cricket Accessories
0,1,1,1,0,4,2,Cricket Accessories
0,1,1,1,0,5,2,"Fitness Watch, Treadmill"
0,1,1,1,0,6,2,Tennis Accessories
0,1,1,1,0,7,2,Cue Sports Accessories
0,1,1,1,0,8,2,Volleyball Accessories
0,1,1,1,0,9,2,Boxing Accessories
0,1,1,1,0,10,2,Skating Accessories
0,1,1,1,0,11,2,Rugby Accessories
0,1,1,1,0,13,2,"Fishing Boat, Fishing Accessories"
0,1,1,1,0,12,2,"Cycle, Cycling Accessories"
0,0,0,1,0,0,0,"Football, Football Player Poster"
0,0,0,1,0,1,0,"Basketball, BasketBall Player Poster"
0,0,0,1,0,2,0,"Hockey Stick, Hockey Player Poster"
0,0,0,1,0,3,0,"Cricket Bat, Cricket Player Poster"
0,0,0,1,0,4,0,"Badminton Racket, Shuttle Cocks"
0,0,0,1,0,5,0,"Running Shoes, Headband"
0,0,0,1,0,6,0,"Tennis Racket, Headband"
0,0,0,1,0,7,0,"Chess Board, Board Game"
0,0,0,1,0,8,0,"Volleyball, Waterbottle"
0,0,0,1,0,9,0,"Boxing Gloves, Boxer Poster"
0,0,0,1,0,10,0,"Skates, Headband"
0,0,0,1,0,11,0,"Rugby Ball, Sports Towel"
0,0,0,1,0,13,0,Fishing Accessories
0,0,0,1,0,12,0,"Cycling Accessories, Waterbottle"
0,0,0,1,0,0,1,"Football Shoes, Football"
0,0,0,1,0,1,1,Basketball Shoes
0,0,0,1,0,2,1,Hockey Shoes
0,0,0,1,0,3,1,"Cricket Shoes, Cricket Bat"
0,0,0,1,0,4,1,"Badminton Shoes, Badminton Racket"
0,0,0,1,0,5,1,"Fitness Watch, Treadmill"
0,0,0,1,0,6,1,"Tennis Racket, Tennis Shoes"
0,0,0,1,0,7,1,"Carrom Board, Board Game"
0,0,0,1,0,8,1,Volleyball Shoes
0,0,0,1,0,9,1,Boxing Shoes
0,0,0,1,0,10,1,"Skates, Fitness Watch"
0,0,0,1,0,11,1,Rugby Accessories
0,0,0,1,0,13,1,"Fishing Rod, Fishing Chair"
0,0,0,1,0,12,1,Cycling Accessories
0,0,0,1,0,0,2,Football Accessories
0,0,0,1,0,1,2,Basketball Accessories
0,0,0,1,0,2,2,Hockey Accessories
0,0,0,1,0,3,2,Cricket Accessories
0,0,0,1,0,4,2,Cricket Accessories
0,0,0,1,0,5,2,"Fitness Watch, Treadmill"
0,0,0,1,0,6,2,Tennis Accessories
0,0,0,1,0,7,2,Cue Sports Accessories
0,0,0,1,0,8,2,Volleyball Accessories
0,0,0,1,0,9,2,Boxing Accessories
0,0,0,1,0,10,2,Skating Accessories
0,0,0,1,0,11,2,Rugby Accessories
0,0,0,1,0,13,2,"Fishing Boat, Fishing Accessories"
0,0,0,1,0,12,2,"Cycle, Cycling Accessories"
0,1,0,1,0,0,0,"Football, Football Player Poster"
0,1,0,1,0,1,0,"Basketball, BasketBall Player Poster"
0,1,0,1,0,2,0,"Hockey Stick, Hockey Player Poster"
0,1,0,1,0,3,0,"Cricket Bat, Cricket Player Poster"
0,1,0,1,0,4,0,"Badminton Racket, Shuttle Cocks"
0,1,0,1,0,5,0,"Running Shoes, Headband"
0,1,0,1,0,6,0,"Tennis Racket, Headband"
0,1,0,1,0,7,0,"Chess Board, Board Game"
0,1,0,1,0,8,0,"Volleyball, Waterbottle"
0,1,0,1,0,9,0,"Boxing Gloves, Boxer Poster"
0,1,0,1,0,10,0,"Skates, Headband"
0,1,0,1,0,11,0,"Rugby Ball, Sports Towel"
0,1,0,1,0,13,0,Fishing Accessories
0,1,0,1,0,12,0,"Cycling Accessories, Waterbottle"
0,1,0,1,0,0,1,"Football Shoes, Football"
0,1,0,1,0,1,1,Basketball Shoes
0,1,0,1,0,2,1,Hockey Shoes
0,1,0,1,0,3,1,"Cricket Shoes, Cricket Bat"
0,1,0,1,0,4,1,"Badminton Shoes, Badminton Racket"
0,1,0,1,0,5,1,"Fitness Watch, Treadmill"
0,1,0,1,0,6,1,"Tennis Racket, Tennis Shoes"
0,1,0,1,0,7,1,"Carrom Board, Board Game"
0,1,0,1,0,8,1,Volleyball Shoes
0,1,0,1,0,9,1,Boxing Shoes
0,1,0,1,0,10,1,"Skates, Fitness Watch"
0,1,0,1,0,11,1,Rugby Accessories
0,1,0,1,0,13,1,"Fishing Rod, Fishing Chair"
0,1,0,1,0,12,1,Cycling Accessories
0,1,0,1,0,0,2,Football Accessories
0,1,0,1,0,1,2,Basketball Accessories
0,1,0,1,0,2,2,Hockey Accessories
0,1,0,1,0,3,2,Cricket Accessories
0,1,0,1,0,4,2,Cricket Accessories
0,1,0,1,0,5,2,"Fitness Watch, Treadmill"
0,1,0,1,0,6,2,Tennis Accessories
0,1,0,1,0,7,2,Cue Sports Accessories
0,1,0,1,0,8,2,Volleyball Accessories
0,1,0,1,0,9,2,Boxing Accessories
0,1,0,1,0,10,2,Skating Accessories
0,1,0,1,0,11,2,Rugby Accessories
0,1,0,1,0,13,2,"Fishing Boat, Fishing Accessories"
0,1,0,1,0,12,2,"Cycle, Cycling Accessories"
0,0,1,0,1,14,0,"Oil Paint, Acrylic Paint"
0,0,1,0,1,15,0,"Spray Paint, Respirator Mask"
0,0,1,0,1,16,0,Doodle Accessories
0,0,1,0,1,14,1,"Painting Knife Set, Painting Brush Set"
0,0,1,0,1,15,1,"Spray Paint Gun, Spray Paint Set"
0,0,1,0,1,16,1,Doodle Accessories
0,0,1,0,1,14,2,"Painting Chest, Easel"
0,0,1,0,1,15,2,Spray Paint Accessories
0,0,1,0,1,16,2,Graphic Tablet
0,1,1,0,1,14,0,"Oil Paint, Acrylic Paint"
0,1,1,0,1,15,0,"Spray Paint, Respirator Mask"
0,1,1,0,1,16,0,Doodle Accessories
0,1,1,0,1,14,1,"Painting Knife Set, Painting Brush Set"
0,1,1,0,1,15,1,"Spray Paint Gun, Spray Paint Set"
0,1,1,0,1,16,1,Doodle Accessories
0,1,1,0,1,14,2,"Painting Chest, Easel"
0,1,1,0,1,15,2,Spray Paint Accessories
0,1,1,0,1,16,2,Graphic Tablet
0,0,0,0,1,14,0,"Oil Paint, Acrylic Paint"
0,0,0,0,1,15,0,"Spray Paint, Respirator Mask"
0,0,0,0,1,16,0,Doodle Accessories
0,0,0,0,1,14,1,"Painting Knife Set, Painting Brush Set"
0,0,0,0,1,15,1,"Spray Paint Gun, Spray Paint Set"
0,0,0,0,1,16,1,Doodle Accessories
0,0,0,0,1,14,2,"Painting Chest, Easel"
0,0,0,0,1,15,2,Spray Paint Accessories
0,0,0,0,1,16,2,Graphic Tablet
0,1,0,0,1,14,0,"Oil Paint, Acrylic Paint"
0,1,0,0,1,15,0,"Spray Paint, Respirator Mask"
0,1,0,0,1,16,0,Doodle Accessories
0,1,0,0,1,14,1,"Painting Knife Set, Painting Brush Set"
0,1,0,0,1,15,1,"Spray Paint Gun, Spray Paint Set"
0,1,0,0,1,16,1,Doodle Accessories
0,1,0,0,1,14,2,"Painting Chest, Easel"
0,1,0,0,1,15,2,Spray Paint Accessories
0,1,0,0,1,16,2,Graphic Tablet
0,0,1,1,1,14,0,"Oil Paint, Acrylic Paint"
0,0,1,1,1,15,0,"Spray Paint, Respirator Mask"
0,0,1,1,1,16,0,Doodle Accessories
0,0,1,1,1,14,1,"Painting Knife Set, Painting Brush Set"
0,0,1,1,1,15,1,"Spray Paint Gun, Spray Paint Set"
0,0,1,1,1,16,1,Doodle Accessories
0,0,1,1,1,14,2,"Painting Chest, Easel"
0,0,1,1,1,15,2,Spray Paint Accessories
0,0,1,1,1,16,2,Graphic Tablet
0,1,1,1,1,14,0,"Oil Paint, Acrylic Paint"
0,1,1,1,1,15,0,"Spray Paint, Respirator Mask"
0,1,1,1,1,16,0,Doodle Accessories
0,1,1,1,1,14,1,"Painting Knife Set, Painting Brush Set"
0,1,1,1,1,15,1,"Spray Paint Gun, Spray Paint Set"
0,1,1,1,1,16,1,Doodle Accessories
0,1,1,1,1,14,2,"Painting Chest, Easel"
0,1,1,1,1,15,2,Spray Paint Accessories
0,1,1,1,1,16,2,Graphic Tablet
0,0,0,1,1,14,0,"Oil Paint, Acrylic Paint"
0,0,0,1,1,15,0,"Spray Paint, Respirator Mask"
0,0,0,1,1,16,0,Doodle Accessories
0,0,0,1,1,14,1,"Painting Knife Set, Painting Brush Set"
0,0,0,1,1,15,1,"Spray Paint Gun, Spray Paint Set"
0,0,0,1,1,16,1,Doodle Accessories
0,0,0,1,1,14,2,"Painting Chest, Easel"
0,0,0,1,1,15,2,Spray Paint Accessories
0,0,0,1,1,16,2,Graphic Tablet
0,1,0,1,1,14,0,"Oil Paint, Acrylic Paint"
0,1,0,1,1,15,0,"Spray Paint, Respirator Mask"
0,1,0,1,1,16,0,Doodle Accessories
0,1,0,1,1,14,1,"Painting Knife Set, Painting Brush Set"
0,1,0,1,1,15,1,"Spray Paint Gun, Spray Paint Set"
0,1,0,1,1,16,1,Doodle Accessories
0,1,0,1,1,14,2,"Painting Chest, Easel"
0,1,0,1,1,15,2,Spray Paint Accessories
0,1,0,1,1,16,2,Graphic Tablet
0,0,1,0,2,17,0,"Gaming Mouse, Gaming Keyboard"
0,0,1,0,2,18,0,Gaming Accessories
0,0,1,0,2,19,0,"Wireless Earphone, Mobile Game Controller"
0,0,1,0,2,17,1,"Portable SSD, Gaming Chair"
0,0,1,0,2,18,1,"Gaming Chair, Wireless Controller"
0,0,1,0,2,19,1,"Gaming Chair, Powerbank"
0,0,1,0,2,17,2,"Gaming Laptop, Graphics Card"
0,0,1,0,2,18,2,"Audio Sunglasses, Gaming Console"
0,0,1,0,2,19,2,"Gaming Mobile Phone, Gaming Tablet"
0,1,1,0,2,17,0,"Gaming Mouse, Gaming Keyboard"
0,1,1,0,2,18,0,Gaming Accessories
0,1,1,0,2,19,0,"Wireless Earphone, Mobile Game Controller"
0,1,1,0,2,17,1,"Portable SSD, Gaming Chair"
0,1,1,0,2,18,1,"Gaming Chair, Wireless Controller"
0,1,1,0,2,19,1,"Gaming Chair, Powerbank"
0,1,1,0,2,17,2,"Gaming Laptop, Graphics Card"
0,1,1,0,2,18,2,"Audio Sunglasses, Gaming Console"
0,1,1,0,2,19,2,"Gaming Mobile Phone, Gaming Tablet"
0,0,0,0,2,17,0,"Gaming Mouse, Gaming Keyboard"
0,0,0,0,2,18,0,Gaming Accessories
0,0,0,0,2,19,0,"Wireless Earphone, Mobile Game Controller"
0,0,0,0,2,17,1,"Portable SSD, Gaming Chair"
0,0,0,0,2,18,1,"Gaming Chair, Wireless Controller"
0,0,0,0,2,19,1,"Gaming Chair, Powerbank"
0,0,0,0,2,17,2,"Gaming Laptop, Graphics Card"
0,0,0,0,2,18,2,"Audio Sunglasses, Gaming Console"
0,0,0,0,2,19,2,"Gaming Mobile Phone, Gaming Tablet"
0,1,0,0,2,17,0,"Gaming Mouse, Gaming Keyboard"
0,1,0,0,2,18,0,Gaming Accessories
0,1,0,0,2,19,0,"Wireless Earphone, Mobile Game Controller"
0,1,0,0,2,17,1,"Portable SSD, Gaming Chair"
0,1,0,0,2,18,1,"Gaming Chair, Wireless Controller"
0,1,0,0,2,19,1,"Gaming Chair, Powerbank"
0,1,0,0,2,17,2,"Gaming Laptop, Graphics Card"
0,1,0,0,2,18,2,"Audio Sunglasses, Gaming Console"
0,1,0,0,2,19,2,"Gaming Mobile Phone, Gaming Tablet"
0,0,1,1,2,17,0,"Gaming Mouse, Gaming Keyboard"
0,0,1,1,2,18,0,Gaming Accessories
0,0,1,1,2,19,0,"Wireless Earphone, Mobile Game Controller"
0,0,1,1,2,17,1,"Portable SSD, Gaming Chair"
0,0,1,1,2,18,1,"Gaming Chair, Wireless Controller"
0,0,1,1,2,19,1,"Gaming Chair, Powerbank"
0,0,1,1,2,17,2,"Gaming Laptop, Graphics Card"
0,0,1,1,2,18,2,"Audio Sunglasses, Gaming Console"
0,0,1,1,2,19,2,"Gaming Mobile Phone, Gaming Tablet"
0,1,1,1,2,17,0,"Gaming Mouse, Gaming Keyboard"
0,1,1,1,2,18,0,Gaming Accessories
0,1,1,1,2,19,0,"Wireless Earphone, Mobile Game Controller"
0,1,1,1,2,17,1,"Portable SSD, Gaming Chair"
0,1,1,1,2,18,1,"Gaming Chair, Wireless Controller"
0,1,1,1,2,19,1,"Gaming Chair, Powerbank"
0,1,1,1,2,17,2,"Gaming Laptop, Graphics Card"
0,1,1,1,2,18,2,"Audio Sunglasses, Gaming Console"
0,1,1,1,2,19,2,"Gaming Mobile Phone, Gaming Tablet"
0,0,0,1,2,17,0,"Gaming Mouse, Gaming Keyboard"
0,0,0,1,2,18,0,Gaming Accessories
0,0,0,1,2,19,0,"Wireless Earphone, Mobile Game Controller"
0,0,0,1,2,17,1,"Portable SSD, Gaming Chair"
0,0,0,1,2,18,1,"Gaming Chair, Wireless Controller"
0,0,0,1,2,19,1,"Gaming Chair, Powerbank"
0,0,0,1,2,17,2,"Gaming Laptop, Graphics Card"
0,0,0,1,2,18,2,"Audio Sunglasses, Gaming Console"
0,0,0,1,2,19,2,"Gaming Mobile Phone, Gaming Tablet"
0,1,0,1,2,17,0,"Gaming Mouse, Gaming Keyboard"
0,1,0,1,2,18,0,Gaming Accessories
0,1,0,1,2,19,0,"Wireless Earphone, Mobile Game Controller"
0,1,0,1,2,17,1,"Portable SSD, Gaming Chair"
0,1,0,1,2,18,1,"Gaming Chair, Wireless Controller"
0,1,0,1,2,19,1,"Gaming Chair, Powerbank"
0,1,0,1,2,17,2,"Gaming Laptop, Graphics Card"
0,1,0,1,2,18,2,"Audio Sunglasses, Gaming Console"
0,1,0,1,2,19,2,"Gaming Mobile Phone, Gaming Tablet"
0,0,1,0,3,20,0,"Classical Music Book, Tambourine"
0,0,1,0,3,21,0,"Western Music Book, Harmonica"
0,0,1,0,3,22,0,"Earphone, Melody Music Book"
0,0,1,0,3,20,1,"Metronome, Sitar"
0,0,1,0,3,21,1,"Guitar, Violin"
0,0,1,0,3,22,1,"Portable Speaker, Wireless Earphone"
0,0,1,0,3,20,2,"Harmonium, Veena"
0,0,1,0,3,21,2,"Grand Piano, Drum Set"
0,0,1,0,3,22,2,"DJ Mixer, Launchpad"
0,0,1,0,4,23,0,"Dough Whisk, Apron"
0,0,1,0,4,24,0,"Knife Set, Cutting Board"
0,0,1,0,4,25,0,"Cooking Book, Apron"
0,0,1,0,4,23,1,Baking Accessories
0,0,1,0,4,24,1,"Meat Grinder, Fish Scaler"
0,0,1,0,4,25,1,"Toaster, Coffee Maker"
0,0,1,0,4,23,2,Microwave Oven
